# Obs_X , Obs_Y , Obs_Z , UV_X , UV_Y , UV_Z , Vmag , detID , eclipticLat , obsCode , solarElong , timeUTC , trkID
0.8743979671721792 , -0.5081743703760498 , 3.627696839765802e-05 , 0.953567319045463 , -0.04616770614492612 , -0.29762041421542984 , 19.3 , LFrH5G000000DEqR010000018 , -0.3021991454053552 , F52 , 2.582305900203649 , 2458719.02071 , 00000E9r6V
0.22623175519432118 , -0.9912839890810808 , 7.303026257096926e-05 , 0.9507798540713804 , -0.12717374428957728 , -0.2825677049051674 , 20.1 , LF4Apg000000DCkU0100000R6 , -0.2864698491161251 , 691 , 1.9129472397849816 , 2458669.91473 , 00000E6E5l
0.22611955478459583 , -0.9913104479078882 , 7.350152452377347e-05 , 0.9507766966478387 , -0.12720848313112207 , -0.28256269203648005 , 20.3 , LF4Apg000000DCkU0100000R5 , -0.2864646232848609 , 691 , 1.9128741553253095 , 2458669.90799 , 00000E6E5l
0.22600713620069995 , -0.9913368931209542 , 7.395619903555141e-05 , 0.9507741388103478 , -0.1272424908543432 , -0.2825559864710424 , 20.5 , LF4Apg000000DCkU0100000R4 , -0.28645763285829184 , 691 , 1.912800264082441 , 2458669.90124 , 00000E6E5l
-0.8627165011979977 , -0.5153336755331219 , 5.060791784110436e-05 , -0.9961379438082744 , -0.018351748830455084 , 0.08586274058220611 , 21.2 , L7pBRQ010000Cpuk0100005qK , 0.08596859469729573 , G96 , 2.6151484056819405 , 2458229.75887 , 0000054h7K
-0.8628050314113934 , -0.5151786176884685 , 4.9690326464278496e-05 , -0.9961362645796916 , -0.01838509183865207 , 0.08587508828119499 , 21.4 , L7pBRQ010000Cpuk0100005qJ , 0.0859809881722837 , G96 , 2.615354445164307 , 2458229.74856 , 0000054h7K
-0.8628493586511147 , -0.5151008495067184 , 4.922679894045765e-05 , -0.9961356531998854 , -0.01840173628157724 , 0.08587861506720489 , 22.0 , L7pBRQ010000Cpuk0100005qI , 0.0859845280353994 , G96 , 2.6154580587502814 , 2458229.74339 , 0000054h7K
-0.9160004246578646 , -0.40859557083255654 , 4.844392661821958e-05 , -0.9946061570675313 , -0.04357398535059354 , 0.09412704246933282 , 21.3 , L7iBgY010000CpUi010000774 , 0.09426659226641193 , G96 , 2.754713210565259 , 2458222.7947 , 00000544Yg
-0.9160354818422564 , -0.4085130956934359 , 4.79925718407038e-05 , -0.9946048889535852 , -0.043598337285291555 , 0.09412916580733433 , 21.0 , L7iBgY010000CpUi010000773 , 0.0942687250738789 , G96 , 2.7548228347052692 , 2458222.78954 , 00000544Yg
-0.9160703595309952 , -0.4084309277278782 , 4.753885041983713e-05 , -0.9946033577803206 , -0.04361520164378249 , 0.09413753171654529 , 20.8 , L7iBgY010000CpUi010000772 , 0.09427712829677988 , G96 , 2.754923394461207 , 2458222.7844 , 00000544Yg
-0.9161053288314942 , -0.40834842859499876 , 4.7079705695083134e-05 , -0.9946021368662662 , -0.04363487207992348 , 0.09414131547639297 , 21.5 , L7iBgY010000CpUi010000771 , 0.09428092893517402 , G96 , 2.755028060323933 , 2458222.77924 , 00000544Yg
